,Proposta,Temas,Ementa,Ano,Autor(es),Cargo,Partido,Link
711,PL 4315/2019,Defesa do consumidor,"Altera a Lei nº 8.078, de 11 de setembro de 1990, para determinar que a aquisição de produto alimentício industrializado contendo em seu interior corpo estranho enseja a compensação por dano moral, ainda que não tenha havido a ingestão do produto pelo consumidor, e dá outra providência.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137961
712,PL 4314/2019,Direito civil e processual civil,"Altera as Leis nº 9.099, de 26 de setembro de 1995, e nº 13.105, de 16 de março de 2015, para estabelecer regras para facilitar o acesso e aumentar a efetividade dos juizados especiais cíveis, inclusive para fomentar e proteger os turistas estrangeiros no Brasil.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137963
713,PL 4330/2019,Comunicações,"Altera a Lei nº 12.485, de 12 de setembro de 2011, que dispõe sobre a comunicação audiovisual de acesso condicionado, altera a Medida Provisória nº 2.228-1, de 6 de setembro de 2001, e as Leis nºs 11.437, de 28 de dezembro de 2006, 5.070, de 7 de julho de 1966, 8.977, de 6 de janeiro de 1995, e 9.472, de 16 de julho de 1997; e dá outras providências, para permitir a integração das atividades da comunicação audiovisual de acesso condicionado.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137968
714,PRS 71/2019,,"Altera o art. 99 do Regimento Interno do Senado Federal, para estabelecer a competência da Comissão de Assuntos Econômicos para opinar sobre os aspectos financeiros e orçamentários públicos de quaisquer proposições que tratem da criação de novos tipos penais, aumentem a pena cominada ou tornem mais rigorosa a execução da pena, considerando a quantidade de vagas existentes no sistema prisional.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137973
715,PL 4343/2019,Servidores públicos,"Altera a Lei nº 8.429, de 2 de junho de 1992, para incluir como ato de improbidade administrativa a participação de agente público como palestrante em evento em que o conflito de interesse viole os princípios da administração pública.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137997
716,PEC 123/2019,Direito eleitoral e partidos políticos,"Estabelece como regra transitória mandatos de seis anos para Prefeitos e Vereadores a serem eleitos em 2020, a fim de fazer coincidir as datas dos pleitos de todos os cargos eletivos a partir de 2026.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138000
717,AVN 16/2019,,"Encaminha cópia do Acórdão n° 1663/2019, nos autos do processo TC 032.740/2017-4, que trata de Representação formulada diante da constatação de possíveis falhas na implantação e operacionalização das funções da Empresa Brasileira de Administração de Petróleo e  Gás Natural S.A. Pré-Sal Petróleo S.A. (PPSA).",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138006
718,PRS 73/2019,,"Altera o Regimento Interno do Senado Federal, para criar o ambiente virtual de deliberação no âmbito das comissões.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138020
719,PRS 72/2019,,"Altera o Regimento Interno do Senado Federal, para modificar a sistemática de cômputo de votos no processo simbólico de votação.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138021
720,PL 4391/2019,Direito penal e processual penal,"Criminaliza a utilização, o armazenamento, a elaboração, a distribuição, a preparação, a posse, o transporte, a fabricação, a importação, o fornecimento, a exposição à venda, e a comercialização de cerol (mistura cortante de vidro moído e cola) ou produto industrializado nacional ou importado semelhante que possa ser aplicado nos fios ou linhas utilizados para manusear os brinquedos conhecidos como pipas, papagaios, raias, pandorgas ou semelhantes e dá outras providências.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138048
721,PL 4392/2019,Defesa do consumidor,"Altera a Lei nº 8.078, de 11 de setembro de 1990, para dispor sobre a responsabilização civil objetiva do comerciante e a do profissional liberal nos casos que especifica.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138051
722,PLP 186/2019,Tributação,"Altera a Lei Complementar nº 116, de 31 de julho de 2003, para estabelecer em 7,5% (sete inteiros e cinco décimos por cento) a alíquota máxima do Imposto sobre Serviços de Qualquer Natureza incidente sobre serviços relacionados ao setor bancário ou financeiro e altera a Lei nº 4.595, de 31 de dezembro de 1964 para incluir atribuição de apoio à arrecadação do referido imposto.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138053
723,PL 4396/2019,Direitos humanos e minorias,"Altera o parágrafo único do art. 52 da Lei nº 13.146, de 6 de julho de 2015, que institui a Lei Brasileira de Inclusão da Pessoa com Deficiência (Estatuto da Pessoa com deficiência), para determinar que os comandos manuais obrigatórios nos veículos adaptados oferecidos pelas locadoras de veículos sejam de freio e de acelerador, e não de freio e de embreagem.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138060
724,PL 4419/2019,Trabalho e emprego,"Altera a Lei nº 8.036, de 11 de maio de 1990, para permitir o recebimento do Fundo de Garantia do Tempo de Serviço (FGTS) junto com a remuneração do trabalhador, assim como para alterar o valor da multa rescisória sobre saldos do FGTS.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138061
725,PL 4420/2019,Viação e transportes,"Dispõe sobre a federalização da rodovia TO-080, no trecho entre a BR-153 e a BR-010.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138067
726,PL 4427/2019,Educação,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para alterar as idades elegíveis para a realização de exames supletivos, e para prever a matrícula, em curso superior de graduação, de estudante de ensino médio que tenha sido aprovado em processo seletivo e obtido pontuação no Exame Nacional do Ensino Médio (ENEM) que o habilite à certificação nesse nível de ensino.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138073
727,PL 4395/2019,Minas e energia,"Altera a Lei nº 10.438, de 26 de abril de 2002, para estabelecer novas diretrizes para a segunda etapa do Programa de Incentivo às Fontes Alternativas de Energia Elétrica (PROINFA), com vistas a ampliar a participação das usinas hidrelétricas de potência inferior a 50.000 kW (cinquenta mil quilowatts) na matriz de energia elétrica brasileira.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138074
728,PL 4397/2019,Educação,Estabelece a obrigatoriedade de as escolas públicas de ensino fundamental e médio exibirem a média relativa ao Índice de Desenvolvimento da Educação Básica (IDEB).,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138075
729,PL 4425/2019,Educação,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece ase diretrizes e bases da educação nacional, para incluir no currículo de educação física o ensino de artes marciais.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138076
730,PDL 508/2019,,"Convoca plebiscito sobre a criação do Estado de Tapajós, nos termos dos arts. 18, § 3º, e 49, XV, ambos da Constituição Federal.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138082
731,PDL 509/2019,,Dispõe sobre a realização de plebiscito para a criação do Estado do Maranhão do Sul,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138085
732,PLP 188/2019,Tributação,"Altera a Lei Complementar nº 123, de 14 de dezembro de 2006, para permitir a opção pelo Simples Nacional por pessoas jurídicas que realizem atividade de locação de imóveis próprios.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138091
733,PL 4424/2019,Educação,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para instituir as semanas nacionais de ciências e de literatura.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138098
734,PL 4431/2019,Direito penal e processual penal,"Altera o art. 121 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para considerar como qualificadora do crime de homicídio o emprego de arma de fogo.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138099
735,PL 4437/2019,Tributação,"Altera as Leis nº 8.383, de 30 dezembro de 1991, nº 8.989, de 24 de fevereiro de 1995, e nº 12.587, de 3 de janeiro de 2012, para estender os benefícios tributários e de mobilidade urbana vigentes em favor de taxistas aos motoristas de transporte remunerado privado individual de passageiros cadastrados em aplicativos ou outras plataformas de comunicação em rede.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138106
736,PL 4459/2019,Direito eleitoral e partidos políticos,"Altera a Lei nº Lei 9.504, de 30 de setembro de 1997, para determinar que as empresas e os institutos de pesquisa sejam obrigados a informar o percentual de acerto das pesquisas eleitorais realizadas por eles.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138109
737,PDL 511/2019,,"Aprova o ato que outorga autorização à Associação Comunitária Cultural e Educativa de Vila Nova para executar serviço de radiodifusão comunitária no Município de Barra do Ouro, Estado do Tocantins.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138112
738,PL 4484/2019,Trânsito,"Altera as Leis nºs 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), e 12.587, de 3 de janeiro de 2012, que institui as diretrizes da Política Nacional de Mobilidade Urbana, para dispor sobre a circulação de motocicletas e similares e a infraestrutura para pedestres.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138116
739,PL 4486/2019,Direitos humanos e minorias,"Altera as Leis nºs 9.472, de 16 de julho de 1997, e 13.146, de 6 de julho de 2015, para ampliar as condições de universalização dos serviços de telecomunicações às pessoas com deficiência e determinar que as centrais telefônicas destinadas à prestação de serviços de utilidade pública ofereçam atendimento diferenciado a pessoas com deficiência.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138118
740,PL 2788/2019,Meio ambiente,"Institui a Política Nacional de Direitos das Populações Atingidas por Barragens (PNAB); discrimina os direitos das Populações Atingidas por Barragens (PAB); prevê o Programa de Direitos das Populações Atingidas por Barragens (PDPAB); estabelece regras de responsabilidade social do empreendedor; revoga dispositivos da Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943; e dá outras providências.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138122
741,PL 2791/2019,Minas e energia,"Altera a Lei nº 12.334, de 20 de setembro de 2010, que dispõe sobre a Política Nacional de Segurança de Barragens (PNSB), e o Decreto-Lei nº 227, de 28 de fevereiro de 1967 (Código de Minas).",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138124
742,PL 2790/2019,Meio ambiente,"Altera a Lei nº 12.608, de 10 de abril de 2012, para incluir a prevenção a desastres induzidos por ação humana.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138126
743,PL 4495/2019,Trabalho e emprego,"Altera a Lei nº 9.537, de 11 de dezembro de 1997, que dispõe sobre a segurança do tráfego aquaviário em águas sob jurisdição nacional e dá outras providências, para conferir liberdade de preços nos serviços de praticagem prestados em regime de livre iniciativa econômica e livre concorrência.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138135
744,PL 4493/2019,Educação,"Altera a Lei nº 10.861, de 14 de abril de 2004, que institui o Sistema Nacional de Avaliação da Educação Superior - SINAES, para incluir o apoio e o estímulo à prática desportiva entre as dimensões consideradas na avaliação das instituições de educação superior.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138145
745,PL 4494/2019,Direito aeronáutico e direito espacial,"Acrescenta os §§ 2º e 3º ao art. 281 da Lei nº 7.565, de 19 de dezembro de 1986, que dispõe sobre o Código Brasileiro de Aeronáutica, para assegurar o direito da vítima de acidente aéreo em cobrar a cobertura diretamente da seguradora.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138147
746,PL 4501/2019,Segurança pública,"Altera a Lei nº 13.675, de 11 de junho de 2018, para promover a transparência e integração dos órgãos que tratam de segurança pública.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138157
747,REQ 98/2019 - CAE,,"Nos termos regimentais, requer urgência para o Projeto de Lei nº 2104 de 2019, que “altera a Lei nº 8.427, de 27 de maio de 1992, para estender a subvenção econômica nela prevista a produtos extrativos de origem animal.”.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/138180
